id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,pattern_cell_source,pattern_fixed_tp_pct,pattern_fixed_sl_pct,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_lev_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_regime_flip_at,post_exit_regime_flip_pnl_pct,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes,entry_desired_notional,entry_liquidity_cap_notional,liquidity_capped,entry_slippage_pct,phantom_ema13_cross_pnl,phantom_ema13_cross_at,phantom_trail_suppress_pnl,phantom_trail_suppress_at,entry_gap_expand_marginal,shadow_tight_pnl,shadow_tight_reason,shadow_tight_min,shadow_wide_pnl,shadow_wide_reason,shadow_wide_min,shadow_tierA_pnl,shadow_tierA_reason,shadow_tierA_min,shadow_tierB_pnl,shadow_tierB_reason,shadow_tierB_min,shadow_strpk_pnl,shadow_strpk_reason,shadow_strpk_min,shadow_strpk04_pnl,shadow_strpk04_reason,shadow_strpk04_min,shadow_strpk03_pnl,shadow_strpk03_reason,shadow_strpk03_min,shadow_stren_pnl,shadow_stren_reason,shadow_stren_min,shadow_strpk_signed_pnl,shadow_strpk_signed_reason,shadow_strpk_signed_min,shadow_peak_stretch,runner_peak_stretch
10,,AVAXUSDT,LONG,CLOSED,8.86,8.837,8.837,586.2167747138192,20.0,11724.335494276384,1323.2884305052353,STRONG_BUY,0.2817,0.1039,0.1251,58.51,55.31,19.8238,21.0718,0.1455,0.1458,BULLISH,0.117,0.0475,21.6616,22.9449,56.4,55.0,52.1,0.2278,34.6,31.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.7343,0.501,77.8,13.9,96.0,-1.248,4.0,HEALTHY_BULL,CHOPPY_WEAK,,-0.1619,23.4171531700534,21.790080520589346,0.3783,-0.0922,5e-05,-0.1426,0.3752,0.1757,-0.4014,2026-06-02T03:54:02.493292,0.09050564334085796,133244613.32,,-0.0626,2026-06-02T04:05:31.250191,-0.1464,,,2026-06-02T04:07:17.845694,-0.2479,,,5.275950972424372,5.262254937168644,10.538205909593016,-40.97383981121301,-0.34947686230247954,0.2710112866817159,-0.34947686230247954,8.892,8.86,0.0,0.2628,0.1352,2026-06-02T03:54:38.211029,2026-06-02T04:08:20.276912,-0.2783,ENDED_NEG,1,0.45,,False,,False,,,,2.0,1.0,UNMATCHED,True,-0.14640801354400684,,0,,-0.2444,-0.1246,True,8.861,8.811,2026-06-02T04:29:13.059027,2026-06-02T04:10:28.797394,-0.0787,-0.643,20.7,1.96,0.0,-0.3496,-0.4512,0.0,0.0,-0.3496,2.97,-0.5753,,,0.0,-0.3496,2026-06-02T04:08:31.156215,-0.3496,,,,-0.4173,-0.6318,-0.3722,-0.4737,-0.2932,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-06-02T04:08:01.635297,-0.2818,,,,,-0.0223,6.02,-0.0787,7.02,2026-06-02T03:29:29,2026-06-02T04:08:30.721043,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,SOLUSDT,LONG,CLOSED,80.909,80.59,80.58,562.017264879601,20.0,11240.34529759202,138.92577213402737,STRONG_BUY,0.2878,0.0949,0.1224,60.74,56.68,21.5234,22.6298,0.122,0.1221,BULLISH,0.1133,0.0504,21.6616,22.9449,57.2,55.0,52.1,0.2257,35.0,31.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.6648,0.4618,75.0,13.9,95.7,-1.1064,4.0,HEALTHY_BULL,CHOPPY_WEAK,,-0.1588,23.361644941966343,20.247929116457364,0.2979,0.0017,5e-05,0.0001,0.3399,0.2013,-0.3986,,,1797853268.911,,-0.0708,2026-06-02T04:07:07.226468,-0.1853,,,2026-06-02T04:07:58.014272,-0.2718,,,2.023262153566564,5.0382125893265695,7.061474742893133,-51.37879605364822,-0.4570926843738058,0.08648343200385014,-0.469446687018759,81.03,80.909,0.0,0.1795,0.0777,2026-06-02T03:54:37.825669,2026-06-02T04:09:26.507516,-0.3302,ENDED_NEG,1,0.45,,False,,False,,,,2.0,1.0,UNMATCHED,True,-0.18530462618497787,,0,,-0.2681,-0.1261,True,80.94,80.42,2026-06-02T04:29:11.027609,2026-06-02T04:52:45.411897,-0.0247,-0.6674,19.69,43.27,0.01,-0.4573,-0.5809,0.0,0.01,-0.4573,3.0,-0.5809,,,0.01,-0.4573,2026-06-02T04:09:30.015882,-0.4573,,,,-0.5685,-0.6056,-0.5067,-0.3584,-0.1112,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,2026-06-02T04:08:01.623022,-0.2594,,,,,-0.0988,34.34,-0.1235,38.32,2026-06-02T03:27:09,2026-06-02T04:09:29.008920,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,ONDOUSDT,LONG,CLOSED,0.3551,0.3642,0.3646,1124.0345297592019,20.0,22480.690595184038,63308.05574537887,STRONG_BUY,0.5769,0.1909,0.23,63.83,57.86,17.8878,17.1666,0.3334,0.3345,BULLISH,0.2493,0.0463,21.9359,22.9449,56.0,55.0,52.1,0.2214,34.3,31.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.5498,0.7486,75.0,13.9,97.2,0.7211,3.0,HEALTHY_BULL,CHOPPY_WEAK,,-0.1633,24.840855026246114,14.19786271545311,0.5778,0.1062,5e-05,0.1431,0.7573,0.1642,-0.4027,2026-06-02T03:28:27.438381,,146069746.39965,,-0.073,,,,,,,,,4.046524307133127,10.375557256110143,14.422081563243271,561.6812257197042,2.4985052098000553,3.483699521261616,-0.23189045339342293,0.3677,0.3551,0.0,1.7866,1.4198,2026-06-02T03:54:33.426387,2026-06-02T03:27:21.409454,0.146,NEVER,8,3.6,,True,,False,,,,2.0,1.0,UNMATCHED,False,,2.4985052098000553,0,,0.5222,1.3882,True,0.3674,0.3615,2026-06-02T04:41:13.333181,2026-06-02T04:17:51.345766,3.4008,1.7393,43.5,20.14,,,2.8658,,2.77,2.1899,12.76,2.4433,,,,,2026-06-02T04:08:03.693663,2.6968,,,,2.2744,2.556,2.5841,2.5841,2.8939,2026-06-02T03:33:12.644198,,2026-06-02T03:41:24.399253,,,,2026-06-02T03:57:48.501811,2.3307,2026-06-02T03:57:48.501811,2.3307,2026-06-02T03:57:48.501811,2.3307,2026-06-02T03:57:48.501811,2.3307,2026-06-02T03:57:48.501811,2.3307,2026-06-02T03:57:43.418673,2.4433,2026-06-02T03:57:43.418673,2.4433,False,,,,False,,,,,,,,,,,0.4155,12.37,2026-06-02T03:26:07,2026-06-02T03:57:42.824480,TRAILING_STOP L8,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,ORDIUSDT,LONG,CLOSED,3.752,3.778,3.778,562.0172648796009,20.0,11240.345297592019,2995.827637950965,STRONG_BUY,0.0679,0.184,0.0972,51.93,48.97,19.2609,20.387,0.335,0.3361,BULLISH,0.0688,0.0245,22.937,24.0412,49.2,53.1,45.4,0.2292,31.1,31.3,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,,,,0.6663,0.2752,80.6,16.7,76.9,-1.1261,2.0,HEALTHY_BULL,CHOPPY_WEAK,,-0.2096,22.187551123303813,20.227314372518514,1.1355,-0.7483,5e-05,-1.1245,0.6184,0.0056,-0.4209,2026-06-02T03:22:30.990314,0.09648320895522704,58482412.586,,-0.0809,2026-06-02T03:33:28.744359,-0.6494,,,2026-06-02T03:31:29.304946,-0.4896,,,5.058155383916408,5.093206567280435,10.151361951196844,67.74015663552898,0.6026519189765525,0.7624946695095957,-0.6494496268656693,3.784,3.752,0.0,0.6601,0.4542,2026-06-02T03:53:20.614792,2026-06-02T03:33:28.750234,-0.3418,RECOVERED,2,0.9,,True,,False,,,,1.0,1.0,,False,-0.6494496268656693,,0,,0.4406,0.516,True,3.782,3.709,2026-06-02T03:54:43.637375,2026-06-02T04:22:31.937314,0.7096,-1.2361,0.92,28.72,8.68,-0.2766,-0.9695,0.7096,7.68,-0.2233,2.68,-0.0367,,,15.67,-0.7297,2026-06-02T04:08:02.669984,-0.2499,,,,0.4964,0.0433,-0.3832,-0.6764,-1.1294,2026-06-02T03:52:12.648182,,,,,,2026-06-02T03:54:50.758021,0.443,2026-06-02T03:54:50.758021,0.443,2026-06-02T03:54:50.758021,0.443,2026-06-02T03:54:50.758021,0.443,2026-06-02T03:54:50.758021,0.443,2026-06-02T03:54:50.758021,0.443,2026-06-02T03:54:50.758021,0.443,False,,,,False,,,2026-06-02T03:22:23.848775,0.0965,2026-06-02T03:22:39.978620,0.1498,,,,,-0.1966,26.58,2026-06-02T03:21:53,2026-06-02T03:53:48.264981,RUNNER_TRAIL L2,TAKER_FALLBACK,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,XMRUSDT,LONG,CLOSED,343.72,344.46,344.48,562.0172648796009,20.0,11240.345297592019,32.7020403165135,STRONG_BUY,0.2199,0.0678,0.0924,55.92,57.4,16.8635,16.3925,0.1047,0.1048,BULLISH,0.1124,0.0652,24.0464,25.767,55.9,53.3,43.8,0.2334,34.4,31.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,W6,,,0.6908,0.6053,77.8,22.2,74.5,0.471,3.0,HEALTHY_BULL,HEALTHY_BULL,,-0.209,28.58793447946541,17.901723618613076,0.4798,-0.0769,5e-05,-0.1866,0.2651,0.2104,-0.4021,2026-06-02T03:22:27.247702,,57006851.99,,-0.1588,,,,,,,,,2.0232621535665634,5.069045163341807,7.09230731690837,17.107202517310057,0.15219463516814624,0.5040669440242024,-0.17059731758408142,345.67,343.72,0.0,0.3567,0.362,2026-06-02T03:26:37.629449,,,ENDED_NEG,2,0.9,,True,,False,,,,1.0,1.0,W6,False,,0.15219463516814624,0,,-0.0272,0.3957,False,347.27,344.21,2026-06-02T03:59:28.159157,2026-06-02T03:27:29.154892,0.9698,0.0796,31.99,0.01,,,0.804,,3.03,0.2367,8.04,0.2367,,,,,2026-06-02T04:08:01.647583,0.7749,,,,0.1872,0.2134,0.3007,0.417,0.9,2026-06-02T03:26:37.628310,0.1987232049342422,,,,,2026-06-02T03:27:29.154892,0.0796,2026-06-02T03:27:29.154892,0.0796,2026-06-02T03:27:29.154892,0.0796,2026-06-02T03:27:32.208109,0.1232,2026-06-02T03:27:33.223138,0.129,2026-06-02T03:27:33.223138,0.129,2026-06-02T03:27:33.223138,0.129,False,,,,False,,,2026-06-02T03:22:27.879026,0.1667,2026-06-02T03:22:39.976659,0.1551,,,,,,,2026-06-02T03:16:32,2026-06-02T03:27:28.254651,TRAILING_STOP L2,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,AVAXUSDT,SHORT,CLOSED,8.804,8.713,8.712,1000.0,30.0,30000.0,3407.542026351658,STRONG_BUY,0.4281,0.1166,0.1563,34.45,38.59,25.5245,24.4033,0.1485,-0.1483,BEARISH,-0.1652,-0.1011,22.4845,20.2688,35.4,33.6,51.2,0.1839,29.0,33.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,W2,,,0.882,1.2544,5.6,86.1,18.5,1.1212,4.0,HEALTHY_BEAR,BEAR_EXHAUSTED,,-0.2118,12.818668842569233,29.98167848340538,0.3107,-0.2692,5e-05,-0.4388,-0.4207,-0.2128,-0.3168,2026-06-02T01:59:55.193837,,129491781.141,,-0.4974,,,,,,,,,5.4,13.360461154020896,18.760461154020895,291.32586324398363,0.9710862108132788,1.5165382780554422,-0.09709075420263645,8.804,8.665,0.0,0.7729,-0.7479,2026-06-02T02:11:16.134070,2026-06-02T01:52:49.588631,0.103,NEVER,4,1.8,,True,,False,,,,2.0,1.5,W2,False,,0.9710862108132788,0,,0.2598,-0.7056,True,8.849,8.693,2026-06-02T02:59:49.631100,2026-06-02T02:19:37.746013,1.1978,-0.5741,45.02,4.82,15.68,0.096,-0.5741,1.1978,10.68,0.4027,7.7,0.4595,,,15.68,0.096,2026-06-02T02:36:01.048024,0.0506,,,,1.0047,1.0161,1.0842,-0.0176,0.5504,2026-06-02T02:04:25.953112,,2026-06-02T02:06:19.705755,,,,2026-06-02T02:24:08.232828,0.2778,2026-06-02T02:14:50.125584,0.9706,2026-06-02T02:14:53.140385,0.9593,2026-06-02T02:14:50.125584,0.9706,2026-06-02T02:14:53.140385,0.9593,2026-06-02T02:14:49.120215,0.9706,2026-06-02T02:14:49.120215,0.9706,False,,,,False,,,,,,,,,,,1.0961,21.98,2026-06-02T01:52:32,2026-06-02T02:14:48.363354,TRAILING_STOP L4,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,ONDOUSDT,LONG,CLOSED,0.3524,0.3484,0.3486,222.87228192484736,20.0,4457.445638496947,12648.82417280632,STRONG_BUY,0.1299,0.1389,0.0577,53.43,50.88,16.1997,17.0741,0.2104,0.2109,BULLISH,0.1299,0.0341,18.7457,19.7289,49.9,52.9,31.8,0.3759,43.1,39.6,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,0.8721,0.9302,52.3,29.5,77.9,-0.8745,2.0,HEALTHY_BULL,CHOPPY_FLAT,,-0.3259,17.531267587837345,15.915215224954702,0.7869,-0.4442,5e-05,-0.5879,0.4079,0.1139,-0.3788,,,156059542.46322,,-0.3356,2026-06-05T12:28:05.085082,-0.4601,,,2026-06-05T12:27:58.251996,-0.375,,,0.8023402149294505,1.9830826538125748,2.7854228687420255,-53.38071955996735,-1.1975629965947798,0.07882037457434748,-1.1975629965947798,0.3529,0.3524,0.0,0.4274,0.5179,2026-06-05T12:30:05.685710,2026-06-05T12:31:16.147811,-0.7726,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,,False,-0.46009704880817603,,0,,-0.7726,0.4329,True,0.358,0.3484,2026-06-05T13:15:12.912743,2026-06-05T12:31:16.498034,1.5261,-1.1981,43.94,0.0,0.01,-1.1413,1.2991,0.0,0.22,-0.9994,5.81,-0.6305,,,4.69,-1.0562,2026-06-05T12:31:17.355587,-1.1413,,,,-0.9994,-0.517,-1.0278,-0.3468,0.391,,,,,,,2026-06-05T13:11:12.615574,1.0437,2026-06-05T13:06:09.060107,1.1572,2026-06-05T13:06:09.060107,1.1572,2026-06-05T13:11:11.611506,1.0721,2026-06-05T13:11:11.611506,1.0721,2026-06-05T13:06:41.203490,1.0721,2026-06-05T13:11:11.611506,1.0721,False,,,,False,,,2026-06-05T12:28:37.799011,-0.4885,,,,,,,-0.5168,3.41,2026-06-05T12:26:57,2026-06-05T12:31:16.150981,STOP_LOSS L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,SOLUSDT,LONG,CLOSED,65.93900000000001,65.48,65.49,229.25565726787377,20.0,4585.113145357475,69.53567911793438,STRONG_BUY,0.2371,0.0629,0.1123,56.08,52.37,16.7749,17.9625,0.1826,0.1829,BULLISH,0.1068,0.0872,22.126,22.7972,57.9,55.3,68.5,0.4682,45.0,47.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,W2+W6,,,0.2821,0.3781,36.4,50.0,86.7,-1.1876,2.0,HEALTHY_BULL,HEALTHY_BULL,,0.1163,20.828304331004464,20.279085791279318,0.6594,-0.1541,-0.000159,-0.476,0.3585,0.2463,-0.3312,,,2909980613.1156,,0.0893,2026-06-05T08:36:33.363711,-0.4101,,,2026-06-05T08:37:16.579965,-0.4708,,,0.8253203661643456,2.048938320889054,2.8742586870533997,-34.7911354021855,-0.7587846646142695,0.12042035820985322,-0.7891020791944272,66.06,65.93900000000001,0.0,0.3841,0.2053,2026-06-05T08:32:01.560539,2026-06-05T08:38:35.193286,-0.4528,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,W2+W6,False,-0.4101343969426491,,0,,-0.3101,-0.0168,True,66.44,65.02,2026-06-05T09:15:04.071762,2026-06-05T08:55:49.365608,0.6968,-1.4567,35.36,16.11,0.01,-0.7591,0.2873,0.0,0.01,-0.7591,14.6,-1.3657,,,0.01,-0.7591,2026-06-05T08:40:17.845409,-0.8046,,,,-0.8046,-0.7743,-0.8956,-1.2292,-0.3496,,,,,,,,,2026-06-05T09:16:10.407259,0.1205,2026-06-05T09:17:38.850571,0.1357,2026-06-05T09:16:24.475375,0.1205,2026-06-05T09:16:26.484665,0.2418,2026-06-05T09:18:00.952002,0.1053,2026-06-05T09:16:26.484665,0.2418,False,,,,False,,,,,,,,,-0.5162,6.74,-0.2737,3.37,2026-06-05T08:30:42,2026-06-05T08:39:42.360282,EMA13_CROSS_EXIT L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,XLMUSDT,LONG,CLOSED,0.1933,0.19112,0.19113,240.08624200823482,20.0,4801.724840164697,24840.79068890169,VERY_STRONG,0.2937,0.2817,0.1379,57.26,49.87,28.4549,30.2236,0.5595,0.5626,BULLISH,0.2114,0.3179,26.7677,26.9515,66.6,68.5,57.6,0.5109,47.0,47.4,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,0.4446,0.4615,93.2,6.8,80.0,-1.7687,4.0,HEALTHY_BULL,HEALTHY_BULL,,0.0317,20.427475520793614,22.788045600815284,1.0621,-0.9489,-0.000159,-1.0849,0.985,0.7674,-0.2942,,,219684888.45829,,0.0612,2026-06-05T08:05:36.152261,-1.0817,,,2026-06-05T08:05:26.831519,-0.9317,,,0.8643104712296454,2.136407362408301,3.000717833637946,-57.15364153544331,-1.1902731505431905,0.0,-1.1902731505431905,0.1933,0.1933,0.0,,,,2026-06-05T08:07:05.674508,-0.3237,ENDED_NEG,1,0.45,,True,,False,,,,1.0,1.0,,False,-1.0816826176927052,,0,,-0.3237,0.4475,True,0.19133,0.18819,2026-06-05T08:41:56.928158,2026-06-05T08:30:16.091498,-1.0821,-2.7066,34.85,23.17,1.13,-1.2063,-1.5943,0.0,0.01,-1.2063,3.38,-1.8788,,,3.38,-1.8788,2026-06-05T08:40:16.837192,-1.734,,,,-1.1856,-1.6512,-1.853,-2.0651,-2.1116,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-1.0713,4.49,,,2026-06-05T08:01:29,2026-06-05T08:07:05.677279,STOP_LOSS_WIDE L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,RENDERUSDT,LONG,CLOSED,1.741,1.75,1.75,246.19035718377853,20.0,4923.807143675571,2828.1488476022805,VERY_STRONG,0.3361,0.3325,0.1866,53.91,55.99,28.864,30.9297,0.3254,0.3264,BULLISH,0.2575,0.3261,27.7268,28.39,65.5,65.1,38.5,0.5651,45.4,35.3,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,0.8075,0.4273,90.9,9.1,83.0,-2.0657,3.0,HEALTHY_BULL,HEALTHY_BULL,,-0.2922,20.299614835394483,21.13219256575614,1.1942,-1.3003,-0.000159,-1.6258,0.8479,0.957,-0.4796,2026-06-05T07:54:01.445275,0.05182481332567499,83150293.6413,,-0.0732,,,,,,,,,0.8862852858616028,2.2271672174867962,3.113452503348399,22.339887125071836,0.45371165996553114,0.45371165996553114,-0.407474439977025,1.75,1.741,0.0,0.6223,0.5384,2026-06-05T07:59:58.919536,2026-06-05T07:50:53.602132,-0.0768,RECOVERED,1,0.45,,True,,False,,,,1.0,1.0,,False,,,0,,0.6223,0.5384,True,1.75,1.702,2026-06-05T08:00:00.481986,2026-06-05T08:44:59.426776,0.4539,-2.3031,0.0,44.98,9.34,-0.5799,-2.3031,0.4539,5.97,-0.1204,5.97,-0.1204,,,16.07,-1.4415,2026-06-05T08:40:15.830479,-1.9585,,,,0.1093,-0.063,-0.1204,-1.0969,-0.8097,,,,,,,,,2026-06-05T08:00:43.585668,0.1668,,,2026-06-05T08:02:01.637463,0.1093,,,,,2026-06-05T08:01:13.057398,0.0519,False,,,,False,,,,,,,,,-0.2926,1.13,,,2026-06-05T07:50:13,2026-06-05T07:59:59.826587,TRAILING_STOP L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,INJUSDT,LONG,CLOSED,5.19,5.131,5.134,246.19035718377853,20.0,4923.807143675571,948.7104323074317,VERY_STRONG,0.0715,0.2386,0.0579,53.23,48.85,29.4823,30.7119,0.432,0.4339,BULLISH,0.13,0.3226,27.48,28.39,65.2,65.1,38.5,0.5364,45.3,35.3,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,0.5962,0.4403,90.9,9.1,83.0,-1.2296,2.0,HEALTHY_BULL,HEALTHY_BULL,,-0.2959,17.4346108182051,22.875675023140936,1.1125,-1.0464,-0.000159,-1.3793,0.7318,0.9262,-0.4817,,,113598603.2861,,-0.1001,2026-06-05T07:47:06.823865,-0.7948,,,2026-06-05T07:47:00.186053,-0.5637,,,0.8862852858616028,2.1905249526762445,3.0768102385378473,-59.05072574467647,-1.1992899807321802,0.09107321772639705,-1.1992899807321802,5.198,5.19,0.0,0.5661,0.8322,2026-06-05T07:46:00.685381,2026-06-05T07:56:57.389678,-0.5427,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,,False,-0.7948477842003903,,0,,-0.5427,0.0288,True,5.161,5.021,2026-06-05T08:02:19.890303,2026-06-05T08:38:35.371427,-0.6218,-3.3193,5.37,41.63,0.01,-1.1998,-2.9146,0.0,0.01,-1.1998,9.02,-1.5274,,,7.9,-1.6044,2026-06-05T08:40:14.823848,-2.9917,,,,-1.0842,-0.9493,-0.8144,-2.1632,-2.4715,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.4289,5.66,,,2026-06-05T07:45:41,2026-06-05T07:56:57.392075,STOP_LOSS L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
