id,binance_order_id,pair,direction,status,entry_price,exit_price,current_price,investment,leverage,notional_value,quantity,confidence,entry_gap,entry_ema_gap_5_8,entry_ema_gap_8_13,entry_rsi,entry_rsi_prev,entry_adx,entry_adx_prev,entry_ema5_stretch,entry_price_vs_ema5_pct,entry_macro_trend,entry_ema20_slope,entry_btc_ema20_slope,entry_btc_adx,entry_btc_adx_prev,entry_btc_rsi,entry_btc_rsi_prev,entry_btc_rsi_prev6,entry_btc_atr_pct,entry_btc_rsi_1h,entry_btc_rsi_1h_prev,entry_pattern_c1_match,entry_pattern_c2_match,entry_pattern_c3_match,entry_pattern_c4_match,entry_pattern_c5_match,entry_pattern_c6_match,entry_pattern_c7_match,entry_pattern_c8_match,entry_pattern_c9_match,entry_pattern_c_any_match,entry_pattern_w1_match,entry_pattern_w2_match,entry_pattern_w3_match,entry_pattern_w4_match,entry_pattern_w5_match,entry_pattern_w6_match,entry_pattern_w_any_match,pattern_cell_source,pattern_fixed_tp_pct,pattern_fixed_sl_pct,entry_global_volume_ratio,entry_pair_volume_ratio,entry_bull_pct,entry_bear_pct,entry_range_position,entry_adx_delta,entry_quality_score,entry_btc_regime,exit_btc_regime,entry_btc_regime_started_at,entry_btc_trend_gap_pct,entry_pos_di,entry_neg_di,entry_atr_pct,entry_ema50_slope,entry_funding_rate,entry_pair_ema20_ema50_gap_pct,entry_dist_from_ema13_pct,entry_btc_dist_from_ema13_pct,entry_btc_1h_slope,phantom_be_aggr_triggered_at,phantom_be_aggr_would_exit_pnl,entry_pair_volume_24h_usd,exit_pair_ema20_ema50_gap_pct,exit_btc_trend_gap_pct,first_cross_ema13_at,first_cross_ema13_pnl_pct,confirmed_cross_ema13_at,confirmed_cross_ema13_pnl_pct,first_cross_ema20_at,first_cross_ema20_pnl_pct,confirmed_cross_ema20_at,confirmed_cross_ema20_pnl_pct,entry_fee,exit_fee,total_fee,pnl,pnl_percentage,peak_pnl,trough_pnl,high_price_since_entry,low_price_since_entry,peak_ema5_gap,peak_ema5_dist_pct,peak_ema5_slope_pct,peak_reached_at,trough_reached_at,trough_ema5_dist_pct,ema5_went_negative,current_tp_level,dynamic_tp_target,no_expansion_last_check,signal_active_at_close,exit_slippage_pct,closing_in_progress,close_initiated_at,protective_sl_order_id,protective_tp_order_id,cell_multiplier,cell_lev_multiplier,cell_multiplier_source,cell_multiplier_capped,ema13_strict_held_pnl_pct,trailing_first_pullback_pnl_pct,trailing_pullback_resets,trailing_confirmed_at,exit_price_vs_ema5_pct,exit_ema5_slope_pct,exit_ema5_crossed,post_exit_running_high,post_exit_running_low,post_exit_running_peak_at,post_exit_running_trough_at,post_exit_peak_pnl,post_exit_trough_pnl,post_exit_peak_minutes,post_exit_trough_minutes,post_exit_signal_lost_minutes,post_exit_pnl_at_signal_lost,post_exit_final_pnl,post_exit_peak_before_signal_lost,post_exit_rsi_exit_minutes,post_exit_rsi_exit_pnl,post_exit_rsi3_exit_minutes,post_exit_rsi3_exit_pnl,post_arm_min_pnl_pct,post_arm_min_pnl_at,post_exit_ema13_cross_minutes,post_exit_ema13_cross_pnl,post_exit_regime_flip_at,post_exit_regime_flip_pnl_pct,post_exit_signal_regained_minutes,post_exit_pnl_at_signal_regained,post_exit_floor_before_signal_regain,post_exit_pnl_at_1min,post_exit_pnl_at_2min,post_exit_pnl_at_5min,post_exit_pnl_at_15min,post_exit_pnl_at_30min,phantom_be_l1_triggered_at,phantom_be_l1_would_exit_pnl,phantom_be_l2_triggered_at,phantom_be_l2_would_exit_pnl,phantom_regime_change_exit_triggered_at,phantom_regime_change_exit_pnl,phantom_tick_a_triggered_at,phantom_tick_a_pnl,phantom_tick_b_triggered_at,phantom_tick_b_pnl,phantom_tick_c_triggered_at,phantom_tick_c_pnl,phantom_tick_d_triggered_at,phantom_tick_d_pnl,phantom_tick_e_triggered_at,phantom_tick_e_pnl,phantom_tick_f_triggered_at,phantom_tick_f_pnl,phantom_tick_g_triggered_at,phantom_tick_g_pnl,signal_lost_flagged,signal_lost_flag_pnl,signal_lost_flagged_at,fl1_origin,fl2_flagged,fl2_flagged_at,fl2_flag_pnl,regime_neutral_hit_at,regime_neutral_pnl,regime_comeback_at,regime_comeback_pnl,regime_opposite_at,regime_opposite_pnl,first_rsi2_pnl,first_rsi2_minutes,first_rsi3_pnl,first_rsi3_minutes,opened_at,closed_at,close_reason,entry_order_type,exit_order_type,is_paper,notes,entry_desired_notional,entry_liquidity_cap_notional,liquidity_capped,entry_slippage_pct,phantom_ema13_cross_pnl,phantom_ema13_cross_at,phantom_trail_suppress_pnl,phantom_trail_suppress_at,entry_gap_expand_marginal,shadow_tight_pnl,shadow_tight_reason,shadow_tight_min,shadow_wide_pnl,shadow_wide_reason,shadow_wide_min,shadow_tierA_pnl,shadow_tierA_reason,shadow_tierA_min,shadow_tierB_pnl,shadow_tierB_reason,shadow_tierB_min,shadow_strpk_pnl,shadow_strpk_reason,shadow_strpk_min,shadow_strpk04_pnl,shadow_strpk04_reason,shadow_strpk04_min,shadow_strpk03_pnl,shadow_strpk03_reason,shadow_strpk03_min,shadow_stren_pnl,shadow_stren_reason,shadow_stren_min,shadow_strpk_signed_pnl,shadow_strpk_signed_reason,shadow_strpk_signed_min,shadow_peak_stretch,runner_peak_stretch
15,,SUIUSDT,SHORT,CLOSED,0.9514,0.9485,0.9476,998.3442433774575,30.0,29950.327301323723,31480.268342782976,VERY_STRONG,0.3639,0.1221,0.121,31.01,37.91,34.3139,32.4108,0.2393,-0.2387,BEARISH,-0.1714,-0.0473,23.3455,21.3367,35.3,36.9,52.3,0.1511,30.1,33.4,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,W1+W2+W4,,,0.6796,1.9287,8.3,91.7,33.7,1.9031,4.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.1543,9.612448981707125,37.34000836217317,0.3617,-0.375,-6.5e-05,-0.6394,-0.481,-0.188,-0.2988,2026-05-28T01:28:01.067614,,255343017.8475,,-0.1591,,,,,,,,,13.477647285595674,13.436565535408343,26.914212821004018,64.37856537306705,0.2149511246583996,0.5724800294303103,-0.521137796930838,0.9514,0.9451,0.0,0.846,-0.4016,2026-05-28T01:28:09.618882,2026-05-28T01:24:06.172589,-0.0617,RECOVERED,2,0.9,,True,,False,,,,2.0,1.5,W1+W2+W4,False,,0.2149511246583996,0,,0.4845,-0.4016,True,0.9562,0.9476,2026-05-28T01:46:03.055532,2026-05-28T01:42:01.401915,0.3094,-0.5945,17.03,13.0,17.33,-0.3948,-0.3738,0.3094,8.39,-0.2056,3.41,0.0151,,,42.3,-0.3423,,,,,,0.2463,0.0256,-0.0585,-0.2477,-0.2582,2026-05-28T01:28:09.582737,,,,,,2026-05-28T01:29:07.558320,0.0992,2026-05-28T01:29:06.541051,0.1307,2026-05-28T01:29:07.558320,0.0992,2026-05-28T01:31:27.582823,0.0782,,,,,2026-05-28T01:31:27.582823,0.0782,False,,,,False,,,,,,,,,,,,,2026-05-28T01:21:23,2026-05-28T01:29:00.997599,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,TAOUSDT,SHORT,CLOSED,263.74,262.73,262.61,998.3442433774575,30.0,29950.327301323723,113.56004891682612,STRONG_BUY,0.3517,0.1033,0.1114,31.24,38.85,27.5332,25.8937,0.2401,-0.2395,BEARISH,-0.1639,-0.0473,23.3455,21.3367,35.3,36.9,52.3,0.1511,30.1,33.4,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,W1+W2+W4,,,0.6796,0.8474,8.3,91.7,27.3,1.6394,5.0,HEALTHY_BEAR,HEALTHY_BEAR,,-0.1543,11.85109266093308,34.48381167478082,0.3894,-0.4541,-6.5e-05,-0.7247,-0.4537,-0.188,-0.2988,2026-05-28T01:28:01.225261,,155151896.38,,-0.1591,,,,,,,,,13.477647285595674,13.426034243362977,26.90368152895865,87.7919678770347,0.293125236975806,0.6421106013498168,-0.4124321301281435,263.74,261.81,0.0,0.9138,-0.4309,2026-05-28T01:28:46.726819,2026-05-28T01:24:05.658787,0.0404,RECOVERED,2,0.9,,True,,False,,,,2.0,1.5,W1+W2+W4,False,,0.293125236975806,0,,0.5604,-0.4309,True,263.79,261.12,2026-05-28T02:13:36.208459,2026-05-28T01:34:42.920862,0.9034,-0.109,44.36,5.47,42.08,0.0124,-0.0066,0.9034,11.15,0.619,9.16,0.5167,,,42.08,0.0124,,,,,,0.3915,0.1261,0.3764,0.4484,0.2626,2026-05-28T01:28:07.645570,,,,,,,,2026-05-28T01:30:54.681697,0.2171,2026-05-28T01:31:00.784358,0.1982,2026-05-28T01:30:54.681697,0.2171,2026-05-28T01:31:00.784358,0.1982,2026-05-28T01:31:05.218515,0.1451,2026-05-28T01:31:08.272397,0.1223,False,,,,False,,,,,,,,,-0.2645,4.34,,,2026-05-28T01:21:43,2026-05-28T01:29:14.536435,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,RENDERUSDT,SHORT,CLOSED,2.085,2.081,2.079,499.1721216887288,30.0,14975.163650661863,7182.332686168759,STRONG_BUY,0.64,0.1466,0.2203,30.68,32.87,29.0075,27.8171,0.1877,-0.1873,BEARISH,-0.2667,-0.0473,23.3455,21.3367,35.3,36.9,52.3,0.1511,30.1,33.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,W2,,,0.6796,1.0554,8.3,91.7,23.4,1.1904,4.0,HEALTHY_BEAR,STRONG_BEAR,,-0.1543,12.828484281812774,33.385732849696325,0.5384,-0.795,-6.5e-05,-1.1795,-0.5533,-0.188,-0.2988,2026-05-28T01:28:03.255594,0.05394964028777523,83979226.1276,,-0.2,2026-05-28T01:45:56.225236,-0.5698,,,,,,,6.738823642797838,6.725895443962734,13.46471908676057,15.264611657914493,0.10193285371702657,0.48579856115107967,-0.7137817745803309,2.085,2.073,0.0,0.4939,-0.1833,2026-05-28T02:23:08.712549,2026-05-28T01:45:58.555356,-0.3218,RECOVERED,2,0.9,,True,,False,,,,2.0,1.5,W2,True,-0.5698321342925771,0.10193285371702657,0,,0.013,-0.2771,True,2.081,2.035,2026-05-28T02:25:47.025714,2026-05-28T03:01:55.944434,2.3081,0.1018,0.0,36.15,,,2.0203,,44.72,1.8764,13.45,1.157,,,,,2026-05-28T02:49:06.934185,1.5887,,,,0.3417,1.4448,1.5887,1.3009,1.5887,,,,,,,2026-05-28T02:38:23.717823,1.3009,2026-05-28T02:38:10.650080,1.8285,2026-05-28T02:38:22.712207,1.3009,2026-05-28T02:33:35.983078,1.6366,2026-05-28T02:38:22.712207,1.3009,2026-05-28T02:33:35.983078,1.6366,2026-05-28T02:38:22.712207,1.3009,False,,,,False,,,2026-05-28T02:15:52.664933,-0.186,2026-05-28T02:18:51.497039,0.1019,,,-0.5218,9.39,-0.138,49.27,2026-05-28T01:22:03,2026-05-28T02:25:46.678111,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,1000PEPEUSDT,SHORT,CLOSED,0.003442,0.0034627,0.0034613,1034.861354655086,30.0,31045.84063965258,9019709.657075124,STRONG_BUY,0.2569,0.1112,0.0827,31.07,36.92,28.0785,25.7562,0.4751,-0.4728,BEARISH,-0.1301,-0.0559,23.9991,22.4853,35.3,46.3,54.6,0.1883,28.8,33.4,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,W1+W2,,,1.0832,1.1577,8.3,91.7,21.4,2.3223,5.0,HEALTHY_BEAR,STRONG_BEAR,,-0.1591,10.38550042509867,39.38715975948092,0.3688,-0.181,-6.5e-05,-0.3558,-0.6658,-0.2586,-0.3122,,,224143792.9684996,,-0.1935,2026-05-28T01:45:50.829774,-0.4911,,,2026-05-28T01:57:05.192318,-0.5463,,,13.97062828784366,14.054646883299315,28.025275171142972,-214.7332650725962,-0.6916651656013886,0.15124738524114315,-0.6916651656013886,0.003442,0.0034337,0.0,0.3703,-0.2744,2026-05-28T01:42:01.811296,2026-05-28T02:00:36.860586,-0.2395,ENDED_NEG,1,0.45,,True,,False,,,,2.0,1.5,W1+W2,False,-0.49111011040092994,,0,,-0.2395,0.1667,True,0.003467,0.0034473,2026-05-28T02:15:40.528499,2026-05-28T02:33:07.830280,-0.244,-0.8163,15.06,32.51,0.71,-0.5984,-0.5142,0.0,0.71,-0.5984,7.7,-0.6652,,,0.71,-0.5984,2026-05-28T02:15:52.668206,-0.7815,,,,-0.5955,-0.4474,-0.4793,-0.8134,-0.5345,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.2964,8.03,-0.1859,3.04,2026-05-28T01:29:23,2026-05-28T02:00:36.863631,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,DOTUSDT,SHORT,CLOSED,1.22,1.228,1.227,1080.7396144174834,30.0,32422.1884325245,26575.56428895451,STRONG_BUY,0.2604,0.1244,0.0792,28.96,41.94,21.3391,19.0275,0.607,-0.6034,BEARISH,-0.1293,-0.0559,23.9991,22.4853,35.3,46.3,54.6,0.1883,28.8,33.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,W2,,,1.0832,1.835,8.3,91.7,11.8,2.3115,3.0,HEALTHY_BEAR,STRONG_BEAR,,-0.1591,10.07669175854394,31.381886038255598,0.4276,-0.1941,-6.5e-05,-0.3891,-0.8056,-0.2586,-0.3122,,,71328592.045,,-0.1958,2026-05-28T01:45:50.490466,-0.637,,,2026-05-28T01:45:55.866427,-0.719,,,5.8359939178544105,14.685656826076261,20.52165074393067,-233.12616505556693,-0.7190327868852464,0.18301229508195832,-0.7190327868852464,1.22,1.217,0.0,0.4754,-0.3774,2026-05-28T01:41:32.944746,2026-05-28T01:45:55.866670,-0.3464,ENDED_NEG,1,0.45,,True,,False,,,,2.0,1.5,W2,False,-0.6370286885245998,,0,,-0.3464,-0.1243,True,1.233,1.224,2026-05-28T02:09:25.036627,2026-05-28T01:52:32.302805,-0.3909,-1.1286,23.48,6.6,0.44,-0.4728,-0.6368,0.0,0.44,-0.4728,24.39,-1.0466,,,14.4,-0.8827,2026-05-28T02:15:51.659050,-1.0466,,,,-0.5548,-0.4728,-0.6368,-0.7187,-0.9646,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.309,14.96,,,2026-05-28T01:29:25,2026-05-28T01:45:55.869471,STOP_LOSS_WIDE L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,WLDUSDT,SHORT,CLOSED,0.3288,0.3278,0.3274,932.5063450301175,30.0,27975.190350903526,85082.69571442678,VERY_STRONG,0.5505,0.1392,0.1778,29.92,29.97,31.3518,30.7737,0.3187,-0.3177,BEARISH,-0.2334,-0.0332,32.9747,32.5079,43.2,44.1,47.8,0.1593,28.9,30.1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,W1+W2+W6,,,0.5904,0.6893,25.0,63.9,11.3,0.5781,2.0,STRONG_BEAR,STRONG_BEAR,,-0.2076,11.85229374400592,26.92303857228815,0.6134,-0.7076,4.3e-05,-1.183,-0.6334,-0.043,-0.2945,2026-05-28T02:44:40.228342,0.09256386861313548,449428146.6848,,-0.2031,,,,,,,,,12.588835657906586,12.550548444835094,25.13938410274168,59.94331161168518,0.21427311435523147,0.5489735401459828,-0.4247004257907681,0.3288,0.3267,0.0,1.0556,-0.3227,2026-05-28T02:45:09.766233,2026-05-28T02:43:31.258114,0.045,NEVER,1,0.45,,True,,False,,,,2.0,1.5,W1+W2+W6,False,,0.21427311435523147,0,,0.3522,-0.5334,False,0.3313,0.3254,2026-05-28T02:55:31.516139,2026-05-28T03:18:20.761754,0.9441,-0.8503,9.93,32.75,29.89,-0.4854,-0.455,0.1533,4.98,-0.2117,8.94,-0.4245,,,38.86,-0.5766,2026-05-28T02:49:07.939786,-0.1508,,,,-0.1812,-0.1812,-0.2421,-0.5158,-0.4245,2026-05-28T02:45:09.746597,,,,,,2026-05-28T03:18:55.017155,0.0621,2026-05-28T02:45:58.656768,0.0317,2026-05-28T02:45:58.656768,0.0317,,,,,,,,,False,,,,False,,,,,,,,,,,,,2026-05-28T02:42:33,2026-05-28T02:45:35.555884,TRAILING_STOP L1,TAKER_FALLBACK,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,RONINUSDT,SHORT,CLOSED,0.0834,0.0826,0.0823,784.5428812504987,20.0,15690.857625009974,188139.7796763786,VERY_STRONG,0.141,0.0866,0.03,36.83,47.21,31.7664,31.5824,0.4974,-0.4949,BEARISH,-0.0899,-0.0488,31.9347,31.4853,33.2,40.4,51.7,0.1631,26.7,29.3,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,,,,1.0472,0.7162,8.3,83.3,15.4,0.1841,2.0,STRONG_BEAR,BEAR_EXHAUSTED,,-0.1932,13.092537835009315,26.677798562568285,0.4663,-0.2361,5e-05,-0.455,-0.6109,-0.2223,-0.3241,2026-05-28T03:18:03.264475,,62237728.8612,,-0.212,,,,,,,,,2.8243543725017957,6.993155610570993,9.817509983072789,140.69431375802915,0.8966642685851259,1.3764964028777058,-0.063,0.0834,0.0822,0.0,1.8423,-0.4289,2026-05-28T03:18:14.607936,,,NEVER,3,1.35,,True,,False,,,,2.0,1.0,PAIR_35-40_30-35,False,,0.8966642685851259,0,,1.3491,-0.4289,False,0.0828,0.0803,2026-05-28T03:19:02.118719,2026-05-28T04:02:55.942785,3.654,0.6564,0.77,44.67,,,3.0545,,28.05,1.4958,22.07,1.4958,,,,,,,,,,1.2559,1.2559,1.136,1.3758,1.6157,2026-05-28T03:18:07.634829,,2026-05-28T03:18:13.135723,,,,2026-05-28T03:19:03.129920,0.6564,2026-05-28T03:18:55.017155,1.0161,2026-05-28T03:19:03.129920,0.6564,2026-05-28T03:19:03.129920,0.6564,2026-05-28T03:19:03.129920,0.6564,2026-05-28T03:19:03.129920,0.6564,2026-05-28T03:22:18.711261,1.136,False,,,,False,,,,,,,,,,,,,2026-05-28T03:17:31,2026-05-28T03:18:15.371698,TRAILING_STOP L3,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,1000LUNCUSDT,LONG,CLOSED,0.08549,0.08491,0.08495,844.7476107469392,20.0,16894.952214938785,197624.89431440854,STRONG_BUY,0.1785,0.1105,0.0834,56.99,50.78,20.0877,19.7594,0.2511,0.2517,BULLISH,0.0912,0.0743,37.5087,38.8639,67.2,64.5,55.1,0.1418,27.3,23.8,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,,,0.5679,0.7926,85.7,11.4,90.6,0.3283,3.0,STRONG_BULL,BULL_EXHAUSTED,,-0.1684,27.51019120711572,16.73398373159666,0.5126,-0.4308,5e-05,-0.609,0.4461,0.2484,-0.523,2026-05-28T07:21:54.716555,0.09707217218388978,59934662.81804,,-0.0703,2026-05-28T07:38:02.340247,-0.6863,,,2026-05-28T07:38:02.362973,-0.7448,,,7.602728496722453,7.551148399306392,15.153876896028844,-129.77631559838522,-0.7681366241665658,0.40106445198269236,-0.7681366241665658,0.08591,0.08549,0.0,1.1451,0.2857,2026-05-28T07:22:01.505782,2026-05-28T07:38:07.992811,-0.3048,ENDED_NEG,1,0.45,,True,,False,,,,2.0,1.0,EXT_Ext0.4-0.6_L+Ext_QuietVol_L,False,-0.6862925488361172,,0,,-0.3048,0.046,True,0.08606,0.08465,2026-05-28T08:20:48.827858,2026-05-28T07:54:39.643405,0.5767,-1.0726,42.67,16.52,8.18,-0.7801,0.3428,0.0,0.01,-0.7918,10.15,-0.8854,,,10.15,-0.8854,,,,,,-0.7334,-0.6632,-0.7334,-0.7801,0.296,,,,,,,2026-05-28T08:13:11.845743,0.2024,2026-05-28T08:08:03.954830,0.2141,2026-05-28T08:08:04.965974,0.2141,2026-05-28T08:13:11.845743,0.2024,2026-05-28T08:16:42.096446,0.3428,2026-05-28T08:13:11.845743,0.2024,2026-05-28T08:21:44.360875,0.1206,False,,,,False,,,,,,,,,-0.1134,9.28,-0.0315,5.32,2026-05-28T07:21:47,2026-05-28T07:38:07.995781,STOP_LOSS_WIDE L1,TAKER_FALLBACK,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,SEIUSDT,LONG,CLOSED,0.0687,0.06878,0.0688,422.3738053734696,20.0,8447.476107469392,122961.80651338272,STRONG_BUY,0.5833,0.2086,0.2053,64.44,54.06,15.7315,13.934,0.5927,0.5962,BULLISH,0.2708,0.0713,37.5087,38.8639,66.0,64.5,55.1,0.1418,26.9,23.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.7009,1.5554,85.7,8.6,89.1,1.7975,2.0,STRONG_BULL,STRONG_BULL,,-0.1717,31.08461000554209,13.609453002497023,0.8173,0.2663,5e-05,0.4266,1.013,0.2212,-0.5249,2026-05-28T07:27:38.590927,0.09704439592430714,93049438.57063,,-0.0459,,,,,,,,,1.5205456993444908,3.805790873395708,5.326336572740199,4.510607948330018,0.05339592430858334,0.47533114992723324,-0.2230443959243071,0.06907,0.0687,0.0,0.5845,0.5153,2026-05-28T07:38:30.356811,2026-05-28T07:25:00.417498,0.3463,NEVER,1,0.45,,True,,False,,,,1.0,1.0,UNMATCHED,False,,0.05339592430858334,0,,0.0811,0.3675,True,0.069,0.06822,2026-05-28T08:14:50.826606,2026-05-28T07:48:13.216869,0.3737,-0.7617,31.97,5.35,13.32,-0.718,-0.4851,0.0,2.45,-0.2231,5.41,-0.718,,,13.32,-0.718,2026-05-28T08:25:33.691477,-0.3541,,,,-0.194,-0.1794,-0.4851,-0.3978,0.1117,,,,,,,,,2026-05-28T08:16:29.985110,0.1117,2026-05-28T08:16:34.022574,0.0534,2026-05-28T08:16:29.985110,0.1117,2026-05-28T08:16:34.022574,0.0534,2026-05-28T08:16:29.985110,0.1117,2026-05-28T08:16:34.022574,0.0534,False,,,,False,,,,,,,,,,,,,2026-05-28T07:24:47,2026-05-28T07:42:50.938467,TRAILING_STOP L1,MAKER,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,XPLUSDT,LONG,CLOSED,0.0822,0.0829,0.0831,422.3738053734696,20.0,8447.476107469392,102767.34923928702,VERY_STRONG,0.5693,0.2432,0.2239,64.91,59.98,24.3524,23.5103,0.4451,0.4471,BULLISH,0.2937,0.0713,37.5087,38.8639,66.0,64.5,55.1,0.1418,26.9,23.8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,W1,,,0.7009,1.3368,85.7,8.6,81.8,0.842,3.0,STRONG_BULL,STRONG_BULL,,-0.1717,26.544091411901544,12.693670511570076,0.6628,-0.3569,5e-05,-0.4271,0.9168,0.2212,-0.5249,2026-05-28T07:28:03.283940,,48654769.2344,,-0.1512,,,,,,,,,3.8013642483612267,3.8337359633716024,7.635100211732829,64.30204425576872,0.7611982968369906,1.1259975669099769,-0.21159975669098421,0.0832,0.0822,0.0,1.5351,0.6053,2026-05-28T07:28:03.805141,2026-05-28T07:26:09.020802,0.1347,NEVER,2,0.9,,True,,False,,,,1.0,1.0,W1,False,,0.7611982968369906,0,,1.1788,0.6053,False,0.0848,0.0827,2026-05-28T07:39:16.856465,2026-05-28T07:28:19.966032,3.073,0.5183,11.2,0.26,,,1.9781,,20.21,2.5864,26.15,2.0998,,,,,,,,,,1.3699,1.7348,1.8565,2.4647,1.9781,2026-05-28T07:28:03.291807,,2026-05-28T07:28:03.346594,,,,2026-05-28T07:32:03.699302,1.7348,2026-05-28T07:32:03.699302,1.7348,2026-05-28T07:32:03.699302,1.7348,2026-05-28T07:32:18.863675,1.8565,2026-05-28T07:32:18.863675,1.8565,2026-05-28T07:32:18.863675,1.8565,2026-05-28T07:33:18.631272,1.6132,False,,,,False,,,,,,,,,,,,,2026-05-28T07:25:07,2026-05-28T07:28:04.316795,TRAILING_STOP L2,TAKER_FALLBACK,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,NEARUSDT,LONG,CLOSED,2.411,2.394,2.394,413.8367465264988,20.0,8276.734930529976,3432.905404616332,STRONG_BUY,0.3375,0.1754,0.1327,61.95,53.19,16.2938,16.0895,0.3398,0.341,BULLISH,0.1732,0.0938,34.2325,34.4625,69.3,69.3,60.2,0.1316,29.8,23.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,UNMATCHED,,,0.4435,0.9454,88.6,8.6,81.0,0.2043,3.0,STRONG_BULL,STRONG_BULL,,-0.0461,26.984961952416757,18.387080301903076,0.6247,-0.2591,-6.5e-05,-0.2685,0.6504,0.22,-0.5113,2026-05-28T07:48:05.259208,0.07583160514309431,662355680.224,,0.0524,2026-05-28T08:01:51.243091,-0.5046,,,2026-05-28T08:02:01.649933,-0.629,,,3.724530718738489,3.6982689923931744,7.422799711131663,-65.78219158960897,-0.7947843218581462,0.2416632102861886,-0.9191580257154716,2.419,2.411,0.0,0.6666,0.4703,2026-05-28T07:48:11.077119,2026-05-28T08:02:21.421935,-0.6728,ENDED_NEG,1,0.45,,False,,False,,,,1.0,1.0,UNMATCHED,False,-0.504579012857745,,0,,-0.4631,-0.0865,True,2.417,2.378,2026-05-28T08:37:02.445420,2026-05-28T09:01:19.700855,0.1589,-1.4587,12.0,36.29,0.0,-0.7536,-1.2928,0.0,0.0,-0.7536,7.01,-1.044,,,0.0,-0.7536,2026-05-28T08:25:34.697354,-0.9195,,,,-0.7951,-0.8366,-0.7536,0.1174,-0.8366,,,,,,,,,,,,,,,,,,,,,False,,,,False,,,,,,,,,-0.3802,9.94,-0.2558,5.99,2026-05-28T07:41:19,2026-05-28T08:25:01.915421,EMA13_CROSS_EXIT L1,TAKER_FALLBACK,TAKER,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
